logFC	logCPM	F	PValue	FDR	mrna
-2.77395928190669	6.22097662766217	577.919690744604	3.8163068767036e-14	3.2117531794564e-10	NUT0951
-2.65149115539018	7.49044649820307	473.646778151599	1.83942180748879e-13	3.2117531794564e-10	YCR041W
7.25568683345947	9.54670624242932	474.105236388499	2.12130678237722e-13	3.2117531794564e-10	YLR154C-H
7.25570996450212	9.54674355454847	474.105147090858	2.12130990891208e-13	3.2117531794564e-10	YLR159C-A
7.25566706928455	9.54659389383778	474.077790072643	2.12226799073746e-13	3.2117531794564e-10	YLR157C-C
7.25572254749868	9.54676799972266	474.076766045319	2.12230386307691e-13	3.2117531794564e-10	YLR156C-A
4.04309920081482	5.97945974140721	357.891119452665	1.65672883740203e-12	2.14901397765863e-09	YKL209C
2.85727731594962	9.0720693274027	349.25212646694	2.00449518001915e-12	2.27510202932174e-09	NUT0255
-3.52414041004749	6.46177308343409	331.510705025987	3.00802975067131e-12	3.0347677928995e-09	CUT200
2.68542446329892	6.10214293891258	298.511630490378	6.78518025526302e-12	6.13772036949665e-09	CUT3959
-1.98084754779061	7.23213349238067	291.909360309988	8.06660942962273e-12	6.13772036949665e-09	XUT_15R-116
2.8980275921354	9.69968283850425	291.699761190058	8.11152471739645e-12	6.13772036949665e-09	NUT0275
2.23390655087381	7.85130177051716	286.781161635685	9.25058819694002e-12	6.46118006370888e-09	NUT1178
-7.999551770937	4.76557477992274	273.335805211314	1.33979930078183e-11	8.68955546507071e-09	YPL187W
2.99457112662672	5.36809528343135	255.049630925415	2.28187699319915e-11	1.38129620654989e-08	CUT485
6.85121346058929	4.99039698902114	247.371529577642	2.88464679663934e-11	1.63703705709282e-08	XUT_3F-6
3.15547857846362	6.08372043904955	239.177532016589	3.73309721696555e-11	1.99391310176748e-08	CUT4397
-10.1523422351246	4.53648799116495	448.985207248155	4.87976125906962e-11	2.4615684573529e-08	YLR303W
4.01313410433706	4.84206499034647	228.878840716052	5.22439938421208e-11	2.46593952029832e-08	YMR013W-A
2.4574654450802	7.70867344711519	227.714388498644	5.43158484647207e-11	2.46593952029832e-08	NUT0805
2.10624435615264	8.62641532720077	221.406021356719	6.72758461414116e-11	2.9088794426858e-08	NUT1162
5.82434385198182	4.21292002228504	217.392748177225	7.731779596244e-11	3.19111630608616e-08	XUT_3F-5
1.91886389386435	8.2448331906204	204.177709132781	1.24413875717169e-10	4.91164344135605e-08	NUT1036
10.5888761845232	6.01546938887948	224.788446617581	2.11954967555044e-10	7.98281103594153e-08	YNL145W
